,LocalCidade,LocalUF,RegiaoBrasil,PopEstimada_2018,PopCenso_2010,IDHM,ReceitasRealizadas_2014,DespesasEmpenhadas_2014,Pib_2014
454,ALDEIAS ALTAS,MA,NE,26302,23952,0.513,49211,47323,8099.49
455,ALTAMIRA DO MARANHAO,MA,NE,8066,11063,0.549,23209,21314,5190.46
456,ALTO ALEGRE DO MARANHAO,MA,NE,26839,24599,0.554,43011,42482,7693.01
457,ALTO ALEGRE DO PINDARE,MA,NE,31894,31057,0.558,46462,49087,4668.47
458,ALTO PARNAIBA,MA,NE,11168,10766,0.633,27846,24015,28401.44
460,AMARANTE DO MARANHAO,MA,NE,41136,37932,0.555,65308,63291,6247.13
461,ANAJATUBA,MA,NE,26614,25291,0.581,46307,43253,5253.62
463,APICUM-ACU,MA,NE,17063,14959,0.568,39949,39070,5079.11
464,ARAGUANA,MA,NE,15297,13973,0.533,25944,24143,4242.32
466,ARAME,MA,NE,32637,31702,0.512,58060,54318,5642.43
467,ARARI,MA,NE,29764,28488,0.626,48416,45100,6933.42
468,AXIXA,MA,NE,12076,11407,0.641,24067,23549,5214.4
469,BACABAL,MA,NE,104633,100014,0.651,161832,169931,9928.92
470,BACABEIRA,MA,NE,16855,14925,0.629,54168,57674,17021.76
472,BACURITUBA,MA,NE,5617,5293,0.537,16187,15099,5225.15
474,BARAO DE GRAJAU,MA,NE,18714,17841,0.592,27310,36280,9562.12
475,BARRA DO CORDA,MA,NE,87794,82830,0.606,130705,126525,6412.21
476,BARREIRINHAS,MA,NE,61828,54930,0.57,97646,102836,6449.67
477,BELAGUA,MA,NE,7409,6524,0.512,21044,20253,5009.51
478,BELA VISTA DO MARANHAO,MA,NE,11138,12049,0.554,24391,35551,5625.67
480,BEQUIMAO,MA,NE,21260,20344,0.601,40229,37142,4754.58
481,BERNARDO DO MEARIM,MA,NE,6011,5996,0.604,20432,18324,7703.63
482,BOA VISTA DO GURUPI,MA,NE,9158,7949,0.545,15335,14260,5960.22
483,BOM JARDIM,MA,NE,41435,39049,0.538,69471,64008,6046.8
485,BOM LUGAR,MA,NE,16148,14818,0.562,29087,27471,5091.2
486,BREJO,MA,NE,36139,33359,0.562,59950,54532,6254.16
487,BREJO DE AREIA,MA,NE,9367,5577,0.519,21873,20856,5664.9
488,BURITI,MA,NE,28557,27013,0.548,52040,49150,5279.81
490,BURITICUPU,MA,NE,71723,65237,0.556,117867,116041,6741.28
491,BURITIRANA,MA,NE,15393,14784,0.583,27878,24623,5041.35
492,CACHOEIRA GRANDE,MA,NE,9382,8446,0.537,19085,17059,5717.58
493,CAJAPIO,MA,NE,11136,10593,0.553,18818,16409,4039.04
494,CAJARI,MA,NE,19307,18338,0.523,36916,35204,4735.37
495,CAMPESTRE DO MARANHAO,MA,NE,14294,13369,0.652,28977,29754,9558.06
496,CANDIDO MENDES,MA,NE,20076,18505,0.561,35863,36229,5280.86
497,CANTANHEDE,MA,NE,21872,20448,0.565,48494,47087,5139.26
498,CAPINZAL DO NORTE,MA,NE,10932,10698,0.537,26608,23517,7740.62
499,CAROLINA,MA,NE,24337,23959,0.634,52006,47270,11977.69
501,CAXIAS,MA,NE,164224,155129,0.624,330719,298498,9027.54
502,CEDRAL,MA,NE,10657,10297,0.605,21543,20820,5218.13
504,CENTRO DO GUILHERME,MA,NE,13243,12565,0.542,27828,27043,4793.91
505,CENTRO NOVO DO MARANHAO,MA,NE,21399,17622,0.518,40838,36483,5448.95
507,CIDELANDIA,MA,NE,14617,13681,0.6,35490,38928,9050.02
508,CODO,MA,NE,122597,118038,0.595,191785,187329,7338.15
509,COELHO NETO,MA,NE,49246,46750,0.564,95183,215578,7282.25
510,COLINAS,MA,NE,41042,39132,0.596,69556,64060,7573.11
511,CONCEICAO DO LAGO-ACU,MA,NE,16072,14436,0.512,29648,26070,6075.08
512,COROATA,MA,NE,65044,61725,0.576,111395,97291,5524.58
514,DAVINOPOLIS,MA,NE,12901,12579,0.607,25202,29758,33065.06
515,DOM PEDRO,MA,NE,23328,22681,0.622,43637,42740,9037.15
516,DUQUE BACELAR,MA,NE,11296,10649,0.533,28535,30368,5510.04
517,ESPERANTINOPOLIS,MA,NE,17379,18452,0.586,35182,48195,7060.85
518,ESTREITO,MA,NE,41355,35835,0.659,91638,84329,16974.52
519,FEIRA NOVA DO MARANHAO,MA,NE,8481,8126,0.532,18511,19351,9901.89
520,FERNANDO FALCAO,MA,NE,10258,9241,0.443,24091,26884,4682.92
521,FORMOSA DA SERRA NEGRA,MA,NE,18917,17757,0.556,34035,48056,6058.37
522,FORTALEZA DOS NOGUEIRAS,MA,NE,12615,11646,0.616,28368,29259,10166.93
524,GODOFREDO VIANA,MA,NE,11672,10635,0.604,32298,31675,10679.4
525,GONCALVES DIAS,MA,NE,17924,17482,0.568,32380,27297,6137.04
526,GOVERNADOR ARCHER,MA,NE,10793,10205,0.565,23211,22812,6089.65
527,GOVERNADOR EDISON LOBAO,MA,NE,18068,15895,0.629,33454,29151,15366.12
529,GOVERNADOR LUIZ ROCHA,MA,NE,7772,7337,0.544,16345,16141,5868.83
531,GOVERNADOR NUNES FREIRE,MA,NE,25616,25401,0.569,52510,51433,6715.35
533,GRAJAU,MA,NE,68876,62093,0.609,125072,122073,7857.38
534,GUIMARAES,MA,NE,12063,12081,0.625,21640,19835,5277.67
535,HUMBERTO DE CAMPOS,MA,NE,28498,26189,0.535,51072,47230,4100.33
537,IGARAPE DO MEIO,MA,NE,14026,12550,0.569,33604,37408,8725.96
538,IGARAPE GRANDE,MA,NE,11252,11041,0.614,22931,23410,6198.31
540,ITAIPAVA DO GRAJAU,MA,NE,15897,14297,0.518,29451,28496,4339.95
541,ITAPECURU MIRIM,MA,NE,67673,62110,0.599,106479,103535,7276.11
542,ITINGA DO MARANHAO,MA,NE,25932,24863,0.63,49408,47563,9093.65
543,JATOBA,MA,NE,9993,8526,0.561,16419,20151,4993.65
545,JOAO LISBOA,MA,NE,23696,20381,0.641,44498,42855,7769.12
546,JOSELANDIA,MA,NE,16136,15433,0.561,34154,33967,5156.0
547,JUNCO DO MARANHAO,MA,NE,3506,4020,0.552,15438,14309,9689.36
548,LAGO DA PEDRA,MA,NE,49911,46083,0.589,78919,72741,6664.43
549,LAGO DO JUNCO,MA,NE,10808,10729,0.581,20721,25144,5388.17
550,LAGO VERDE,MA,NE,16199,15412,0.557,30786,30248,5539.27
551,LAGOA DO MATO,MA,NE,11235,10934,0.566,27310,36280,5555.03
552,LAGO DOS RODRIGUES,MA,NE,8889,7794,0.602,22336,21692,6898.34
553,LAGOA GRANDE DO MARANHAO,MA,NE,11320,10517,0.502,24646,21179,6430.91
554,LAJEADO NOVO,MA,NE,7496,6923,0.589,16717,15280,7282.14
555,LIMA CAMPOS,MA,NE,11867,11423,0.581,30871,27819,13424.85
556,LORETO,MA,NE,12098,11390,0.582,24538,23825,13000.9
558,MAGALHAES DE ALMEIDA,MA,NE,19620,17587,0.567,53397,49429,4940.0
559,MARACACUME,MA,NE,21201,19155,0.582,36849,34591,6575.34
560,MARAJA DO SENA,MA,NE,7810,8051,0.452,21687,21237,6345.32
561,MARANHAOZINHO,MA,NE,16013,14065,0.55,32211,29700,5202.45
562,MATA ROMA,MA,NE,16679,15150,0.57,61301,38582,6350.75
563,MATINHA,MA,NE,23256,21885,0.619,45659,45874,5688.08
564,MATOES,MA,NE,33615,31015,0.55,58416,55065,4257.49
565,MATOES DO NORTE,MA,NE,16451,13794,0.533,34433,34629,4281.38
566,MILAGRES DO MARANHAO,MA,NE,8445,8118,0.527,18222,17745,5293.37
567,MIRADOR,MA,NE,21000,20452,0.545,37325,35441,7601.86
568,MIRANDA DO NORTE,MA,NE,28001,24427,0.61,59744,56114,16882.17
569,MIRINZAL,MA,NE,14913,14218,0.622,32242,31967,5297.39
570,MONCAO,MA,NE,33201,31738,0.546,51486,54571,5147.95
572,MORROS,MA,NE,19292,17783,0.548,38600,35054,4992.87
573,NINA RODRIGUES,MA,NE,14264,12464,0.585,22001,19360,3598.31
574,NOVA COLINAS,MA,NE,5340,4885,0.566,14902,17140,9457.87
575,NOVA IORQUE,MA,NE,4683,4590,0.584,15462,15702,6639.99
577,OLHO D'AGUA DAS CUNHAS,MA,NE,19448,18601,0.589,42777,40315,6830.64
578,OLINDA NOVA DO MARANHAO,MA,NE,14563,13181,0.575,30331,30326,5330.59
579,PACO DO LUMIAR,MA,NE,120621,105121,0.724,143685,144721,6081.98
580,PALMEIRANDIA,MA,NE,19661,18764,0.556,40009,36161,5655.62
581,PARAIBANO,MA,NE,21290,20103,0.58,39545,40655,6258.68
582,PARNARAMA,MA,NE,34805,34586,0.542,62028,57402,5755.03
583,PASSAGEM FRANCA,MA,NE,18898,17562,0.532,41906,47356,5943.98
585,PAULINO NEVES,MA,NE,15901,14519,0.561,33574,31165,4744.33
586,PAULO RAMOS,MA,NE,21015,20079,0.549,42633,40548,6565.53
587,PEDREIRAS,MA,NE,39267,39448,0.682,74346,78852,11103.01
588,PEDRO DO ROSARIO,MA,NE,24930,22732,0.516,53217,52283,5113.02
589,PENALVA,MA,NE,38203,34267,0.554,85832,51494,4138.31
590,PERI MIRIM,MA,NE,14291,13803,0.599,24385,25639,4610.89
591,PERITORO,MA,NE,23025,21201,0.564,39149,39372,6233.79
592,PINDARE-MIRIM,MA,NE,32815,31152,0.633,68335,66642,11593.55
593,PINHEIRO,MA,NE,82990,78162,0.637,132382,132979,8378.27
594,PIO XII,MA,NE,21594,22016,0.541,50399,50913,6425.59
595,PIRAPEMAS,MA,NE,18527,17381,0.576,38428,36282,5122.85
596,POCAO DE PEDRAS,MA,NE,18157,19708,0.576,45649,43048,6707.11
598,PORTO RICO DO MARANHAO,MA,NE,5995,6030,0.615,15369,16144,5797.75
599,PRESIDENTE DUTRA,MA,NE,47567,44731,0.653,71373,68798,9712.15
600,PRESIDENTE JUSCELINO,MA,NE,12629,11541,0.563,27405,28540,6597.84
601,PRESIDENTE MEDICI,MA,NE,6959,6374,0.591,15743,15940,5989.73
602,PRESIDENTE SARNEY,MA,NE,18764,17165,0.557,36007,34709,6862.02
603,PRESIDENTE VARGAS,MA,NE,11124,10717,0.587,26409,27458,4894.16
604,PRIMEIRA CRUZ,MA,NE,15197,13954,0.512,31764,31402,4600.39
605,RAPOSA,MA,NE,30337,26327,0.626,44159,43462,6446.26
606,RIACHAO,MA,NE,20243,20209,0.576,43135,43707,13474.72
607,RIBAMAR FIQUENE,MA,NE,7755,7318,0.615,16119,13651,8723.16
608,ROSARIO,MA,NE,42482,39576,0.632,67376,71842,6653.06
609,SAMBAIBA,MA,NE,5663,5487,0.565,20575,17996,39126.19
610,SANTA FILOMENA DO MARANHAO,MA,NE,7719,7061,0.525,20090,13800,5318.99
611,SANTA HELENA,MA,NE,41770,39110,0.571,62939,63499,5451.96
612,SANTA INES,MA,NE,88590,77282,0.674,142332,140091,13745.37
613,SANTA LUZIA,MA,NE,72440,74043,0.55,118689,109285,6590.89
614,SANTA LUZIA DO PARUA,MA,NE,25134,22644,0.599,47206,47743,8555.35
616,SANTA RITA,MA,NE,37404,32366,0.609,57912,53730,6703.96
617,SANTANA DO MARANHAO,MA,NE,13223,11661,0.51,23168,21614,4153.05
618,SANTO AMARO DO MARANHAO,MA,NE,15654,13820,0.518,26773,24366,4299.74
620,SAO BENEDITO DO RIO PRETO,MA,NE,18608,17799,0.541,36464,35693,4873.22
621,SAO BENTO,MA,NE,44811,40736,0.602,54803,53740,5098.48
622,SAO BERNARDO,MA,NE,28343,26476,0.572,43730,41370,8285.5
623,SAO DOMINGOS DO AZEITAO,MA,NE,7363,6983,0.59,19370,18356,21279.12
624,SAO DOMINGOS DO MARANHAO,MA,NE,34368,33607,0.582,56643,68010,7953.32
625,SAO FELIX DE BALSAS,MA,NE,4609,4702,0.557,12709,16696,8063.38
626,SAO FRANCISCO DO BREJAO,MA,NE,11652,10261,0.584,19609,21516,7428.51
627,SAO FRANCISCO DO MARANHAO,MA,NE,12201,12146,0.528,21722,19610,5061.17
628,SAO JOAO BATISTA,MA,NE,20629,19920,0.598,37800,37821,5082.85
629,SAO JOAO DO CARU,MA,NE,15828,12309,0.509,34032,31783,5163.33
630,SAO JOAO DO PARAISO,MA,NE,11162,10814,0.609,25404,24047,9661.5
631,SAO JOAO DO SOTER,MA,NE,18438,17238,0.517,45007,42639,4424.04
632,SAO JOAO DOS PATOS,MA,NE,25860,24928,0.615,46134,56743,8779.91
633,SAO JOSE DE RIBAMAR,MA,NE,176321,163045,0.708,248751,222805,9840.73
634,SAO JOSE DOS BASILIOS,MA,NE,7642,7496,0.557,17060,16923,5631.66
635,SAO LUIS,MA,NE,1094667,1014837,0.768,2402323,2287524,24986.18
636,SAO LUIS GONZAGA DO MARANHAO,MA,NE,18988,20153,0.54,45724,45954,7239.85
637,SAO MATEUS DO MARANHAO,MA,NE,41350,39093,0.616,58628,56393,6529.74
639,SAO PEDRO DOS CRENTES,MA,NE,4651,4425,0.6,12768,11879,10270.21
640,SAO RAIMUNDO DAS MANGABEIRAS,MA,NE,18755,17474,0.61,46547,41025,19173.43
641,SAO RAIMUNDO DO DOCA BEZERRA,MA,NE,5345,6090,0.516,16718,17227,5852.21
642,SAO ROBERTO,MA,NE,6649,5957,0.516,20515,23818,5283.5
643,SAO VICENTE FERRER,MA,NE,22142,20863,0.592,35456,35567,5572.49
644,SATUBINHA,MA,NE,13730,11990,0.493,24471,23514,4289.89
646,SENADOR LA ROCQUE,MA,NE,14367,17998,0.602,36171,36770,9079.69
647,SERRANO DO MARANHAO,MA,NE,10206,10940,0.519,21527,22817,5140.3
648,SITIO NOVO,MA,NE,18001,17002,0.564,38169,34844,6650.88
650,SUCUPIRA DO RIACHAO,MA,NE,5645,4613,0.568,14759,25703,6349.86
652,TIMBIRAS,MA,NE,29064,27997,0.537,26059,39859,4446.63
653,TIMON,MA,NE,167973,155460,0.649,300520,286094,8153.6
654,TRIZIDELA DO VALE,MA,NE,21885,18953,0.606,37621,36839,7078.09
655,TUFILANDIA,MA,NE,5826,5596,0.555,21170,23297,6584.8
656,TUNTUM,MA,NE,41621,39183,0.572,67493,66097,6125.35
657,TURIACU,MA,NE,35497,33933,0.561,63017,60345,7285.95
658,TURILANDIA,MA,NE,25365,22846,0.536,38939,39056,5260.12
660,URBANO SANTOS,MA,NE,32775,24573,0.588,66412,60528,4424.48
661,VARGEM GRANDE,MA,NE,55841,49412,0.542,76319,71707,4679.43
662,VIANA,MA,NE,52229,49496,0.618,76511,73865,6862.88
663,VILA NOVA DOS MARTIRIOS,MA,NE,13183,11258,0.581,24702,28299,7031.62
664,VITORIA DO MEARIM,MA,NE,32664,31217,0.596,54803,53740,8764.47
665,VITORINO FREIRE,MA,NE,31525,31658,0.57,54544,58988,6336.46
666,ZE DOCA,MA,NE,51471,50173,0.595,78521,77565,6990.04
667,ACAUA,PI,NE,7065,6749,0.528,14368,12851,5997.02
668,AGRICOLANDIA,PI,NE,5148,5098,0.599,12008,10551,5617.41
669,AGUA BRANCA,PI,NE,17349,16451,0.639,43725,40532,9016.45
670,ALAGOINHA DO PIAUI,PI,NE,7636,7341,0.531,13254,12862,6001.93
673,ALTOS,PI,NE,40440,38822,0.614,56504,59341,7599.46
674,ALVORADA DO GURGUEIA,PI,NE,5392,5050,0.578,15262,16458,11228.76
675,AMARANTE,PI,NE,17592,17135,0.598,28039,26465,6911.81
676,ANGICAL DO PIAUI,PI,NE,6792,6672,0.63,13986,13218,6962.27
678,ANTONIO ALMEIDA,PI,NE,3158,3039,0.62,11264,10783,16801.19
679,AROAZES,PI,NE,5844,5779,0.583,12260,13218,6982.95
681,ARRAIAL,PI,NE,4735,4688,0.56,11048,9566,5896.01
682,ASSUNCAO DO PIAUI,PI,NE,7828,7503,0.499,16337,15850,5264.55
683,AVELINO LOPES,PI,NE,11252,11067,0.554,18242,16581,5692.79
684,BAIXA GRANDE DO RIBEIRO,PI,NE,11497,10516,0.564,36693,34299,49866.93
685,BARRA D'ALCANTARA,PI,NE,3950,3852,0.577,10536,9750,6744.42
686,BARRAS,PI,NE,46941,44850,0.595,73127,70059,6684.57
687,BARREIRAS DO PIAUI,PI,NE,3344,3234,0.557,10517,9282,6602.33
688,BARRO DURO,PI,NE,7038,6607,0.612,13080,12103,7964.34
689,BATALHA,PI,NE,26806,25774,0.545,42435,38830,5678.25
690,BELA VISTA DO PIAUI,PI,NE,3999,3778,0.576,10538,9468,7331.18
691,BELEM DO PIAUI,PI,NE,3544,3284,0.551,11064,10294,6691.84
692,BENEDITINOS,PI,NE,10462,9911,0.557,20085,18498,5622.69
694,BETANIA DO PIAUI,PI,NE,6200,6015,0.489,14468,12261,6210.34
695,BOA HORA,PI,NE,6744,6296,0.575,14546,14276,5631.92
696,BOCAINA,PI,NE,4496,4369,0.632,11186,10533,7396.8
697,BOM JESUS,PI,NE,24960,22629,0.668,54812,47286,26497.12
698,BOM PRINCIPIO DO PIAUI,PI,NE,5608,5304,0.532,14327,13366,6321.55
699,BONFIM DO PIAUI,PI,NE,5654,5393,0.542,11587,10979,5639.78
700,BOQUEIRAO DO PIAUI,PI,NE,6388,6193,0.56,13853,12716,5437.27
701,BRASILEIRA,PI,NE,8310,7966,0.577,13711,13787,5235.93
702,BREJO DO PIAUI,PI,NE,3902,3850,0.515,13298,12390,7126.59
703,BURITI DOS LOPES,PI,NE,19754,19074,0.565,38071,34548,6935.2
704,BURITI DOS MONTES,PI,NE,8223,7974,0.574,15667,14659,5270.56
705,CABECEIRAS DO PIAUI,PI,NE,10540,9928,0.583,17246,15684,4949.09
706,CAJAZEIRAS DO PIAUI,PI,NE,3544,3343,0.562,10667,9951,6262.05
707,CAJUEIRO DA PRAIA,PI,NE,7608,7163,0.546,14998,13481,8825.77
708,CALDEIRAO GRANDE DO PIAUI,PI,NE,5770,5671,0.588,13024,12102,8944.15
709,CAMPINAS DO PIAUI,PI,NE,5603,5408,0.544,13725,12148,6647.79
710,CAMPO ALEGRE DO FIDALGO,PI,NE,5019,4693,0.537,12022,11581,5922.59
711,CAMPO GRANDE DO PIAUI,PI,NE,5919,5592,0.56,12550,11085,7991.96
712,CAMPO LARGO DO PIAUI,PI,NE,7245,6803,0.528,15738,14776,5012.24
713,CAMPO MAIOR,PI,NE,46770,45177,0.656,87324,83981,10015.11
715,CANTO DO BURITI,PI,NE,21112,20020,0.576,38027,36256,8710.6
716,CAPITAO DE CAMPOS,PI,NE,11388,10953,0.583,22734,19046,5677.65
717,CAPITAO GERVASIO OLIVEIRA,PI,NE,4086,3878,0.553,11372,9902,6187.37
718,CARACOL,PI,NE,10866,10212,0.552,21144,23233,6311.65
719,CARAUBAS DO PIAUI,PI,NE,5845,5525,0.505,13397,12007,6467.61
720,CARIDADE DO PIAUI,PI,NE,5049,4826,0.541,14028,13023,6206.9
721,CASTELO DO PIAUI,PI,NE,19715,18336,0.587,35982,33221,7387.16
723,COCAL,PI,NE,27725,26036,0.497,59517,43983,6241.06
724,COCAL DE TELHA,PI,NE,4881,4525,0.555,12676,11505,6755.81
725,COCAL DOS ALVES,PI,NE,6140,5572,0.498,13014,11966,6037.01
726,COIVARAS,PI,NE,4007,3811,0.565,10738,10482,6327.92
727,COLONIA DO GURGUEIA,PI,NE,6451,6036,0.628,15624,13028,6753.98
728,COLONIA DO PIAUI,PI,NE,7651,7433,0.588,15410,14062,6397.58
729,CONCEICAO DO CANINDE,PI,NE,4798,4475,0.589,11975,11645,7478.1
730,CORONEL JOSE DIAS,PI,NE,4678,4541,0.546,11708,10632,6048.39
731,CORRENTE,PI,NE,26575,25407,0.642,44736,41225,10520.26
732,CRISTALANDIA DO PIAUI,PI,NE,8264,7831,0.573,15445,15084,5799.66
733,CRISTINO CASTRO,PI,NE,10401,9981,0.566,17940,16847,8146.95
737,CURRAL NOVO DO PIAUI,PI,NE,5316,4869,0.527,11602,11208,5886.74
738,DEMERVAL LOBAO,PI,NE,13793,13278,0.618,20670,21069,9607.16
740,DOM EXPEDITO LOPES,PI,NE,6884,6569,0.601,12670,11854,9055.36
741,DOMINGOS MOURAO,PI,NE,4356,4264,0.55,11278,10740,6218.98
743,ELESBAO VELOSO,PI,NE,14630,14512,0.58,23993,21746,7472.24
744,ELISEU MARTINS,PI,NE,4900,4665,0.595,11711,10922,7803.47
745,ESPERANTINA,PI,NE,39621,37767,0.605,58560,49082,7442.04
747,FLORES DO PIAUI,PI,NE,4464,4366,0.547,12342,11160,7234.47
748,FLORESTA DO PIAUI,PI,NE,2556,2482,0.538,9295,8908,6795.0
749,FLORIANO,PI,NE,59840,57690,0.7,108695,102897,15736.02
750,FRANCINOPOLIS,PI,NE,5349,5235,0.564,10700,9401,5980.81
751,FRANCISCO AYRES,PI,NE,4373,4477,0.577,10866,9606,7542.52
752,FRANCISCO MACEDO,PI,NE,3166,2879,0.553,9862,8709,6116.72
753,FRANCISCO SANTOS,PI,NE,9262,8592,0.608,15963,14869,6309.35
754,FRONTEIRAS,PI,NE,11590,11117,0.619,34074,30935,15846.71
755,GEMINIANO,PI,NE,5424,5475,0.561,11248,9843,7829.67
756,GILBUES,PI,NE,10686,10402,0.548,23802,22279,16901.63
757,GUADALUPE,PI,NE,10500,10268,0.65,30875,28623,24493.58
759,HUGO NAPOLEAO,PI,NE,3875,3771,0.599,10625,9585,6292.77
762,IPIRANGA DO PIAUI,PI,NE,9782,9327,0.63,15917,16878,6226.1
763,ISAIAS COELHO,PI,NE,8551,8221,0.582,15080,14335,5458.13
764,ITAINOPOLIS,PI,NE,11507,11109,0.541,23407,19997,5766.09
765,ITAUEIRA,PI,NE,11010,10678,0.583,23256,18345,8503.81
766,JACOBINA DO PIAUI,PI,NE,5753,5722,0.535,13285,11983,6863.03
768,JARDIM DO MULATO,PI,NE,4494,4309,0.593,10501,10370,5867.94
769,JATOBA DO PIAUI,PI,NE,4855,4656,0.566,13413,12358,6801.94
770,JERUMENHA,PI,NE,4457,4390,0.591,11266,10403,10035.83
771,JOAO COSTA,PI,NE,3010,2960,0.561,10545,9979,6672.58
772,JOAQUIM PIRES,PI,NE,14332,13817,0.522,25094,23202,5552.58
773,JOCA MARQUES,PI,NE,5419,5100,0.504,13544,12635,5483.82
775,JUAZEIRO DO PIAUI,PI,NE,5472,4757,0.57,13366,12136,6612.45
776,JULIO BORGES,PI,NE,5614,5373,0.582,13197,11847,6479.73
778,LAGOINHA DO PIAUI,PI,NE,2831,2656,0.597,8729,7860,6161.0
781,LAGOA DE SAO FRANCISCO,PI,NE,6738,6422,0.529,13861,12715,5214.36
782,LAGOA DO PIAUI,PI,NE,4052,3863,0.583,12129,11402,8635.71
783,LAGOA DO SITIO,PI,NE,5154,4850,0.541,12774,12559,6110.86
784,LANDRI SALES,PI,NE,5307,5281,0.584,14097,13635,15078.24
787,MADEIRO,PI,NE,8276,7816,0.563,15496,14328,5293.26
788,MANOEL EMIDIO,PI,NE,5348,5213,0.573,13770,12909,6880.23
789,MARCOLANDIA,PI,NE,8439,7812,0.562,17464,16264,7160.52
791,MASSAPE DO PIAUI,PI,NE,6434,6220,0.525,12929,12043,5119.14
792,MATIAS OLIMPIO,PI,NE,10913,10473,0.562,18591,17151,6303.77
793,MIGUEL ALVES,PI,NE,33684,32289,0.539,51128,49713,5487.42
794,MIGUEL LEAO,PI,NE,1250,1253,0.623,7888,6850,9262.61
795,MILTON BRANDAO,PI,NE,6617,6769,0.508,15308,14058,5552.77
796,MONSENHOR GIL,PI,NE,10565,10333,0.615,20709,20942,8038.79
797,MONSENHOR HIPOLITO,PI,NE,7729,7391,0.561,15691,14291,6068.5
798,MONTE ALEGRE DO PIAUI,PI,NE,10611,10345,0.578,22289,20957,12230.02
800,MORRO DO CHAPEU DO PIAUI,PI,NE,6781,6499,0.55,15026,13190,5608.57
801,MURICI DOS PORTELAS,PI,NE,9105,8464,0.53,17381,15373,5622.04
802,NAZARE DO PIAUI,PI,NE,7356,7321,0.576,14062,13514,5712.41
804,NOSSA SENHORA DE NAZARE,PI,NE,4847,4556,0.586,14444,12755,6013.48
805,NOSSA SENHORA DOS REMEDIOS,PI,NE,8661,8206,0.533,22080,20936,6053.39
806,NOVO ORIENTE DO PIAUI,PI,NE,6575,6498,0.562,14606,13397,5432.65
807,NOVO SANTO ANTONIO,PI,NE,2979,3260,0.528,12251,11746,6077.35
808,OEIRAS,PI,NE,36971,35640,0.634,59588,53458,9182.2
809,OLHO D'AGUA DO PIAUI,PI,NE,2449,2626,0.576,10084,9001,6759.29
810,PADRE MARCOS,PI,NE,6862,6657,0.541,13768,12834,6878.92
811,PAES LANDIM,PI,NE,4132,4059,0.575,11723,10253,7728.14
813,PALMEIRA DO PIAUI,PI,NE,5051,4993,0.557,13515,12268,12410.67
814,PALMEIRAIS,PI,NE,14488,13745,0.562,27921,26435,5617.19
815,PAQUETA,PI,NE,3953,4147,0.509,11404,10767,6123.35
816,PARNAGUA,PI,NE,10762,10276,0.575,22133,20300,6678.41
817,PARNAIBA,PI,NE,152653,145705,0.687,267065,259192,11983.14
819,PATOS DO PIAUI,PI,NE,6377,6105,0.563,13192,13270,6174.97
822,PAVUSSU,PI,NE,3685,3663,0.526,10258,8997,6689.31
823,PEDRO II,PI,NE,38704,37496,0.571,56004,52522,6848.39
824,PEDRO LAURENTINO,PI,NE,2529,2407,0.562,10250,9367,7177.49
825,NOVA SANTA RITA,PI,NE,4365,4187,0.554,12188,10502,6651.37
826,PICOS,PI,NE,78002,73414,0.698,149616,147236,16109.15
827,PIMENTEIRAS,PI,NE,12115,11733,0.566,25476,22813,5653.25
828,PIO IX,PI,NE,18389,17671,0.564,30856,30719,7225.64
829,PIRACURUCA,PI,NE,28703,27553,0.596,44193,43571,7837.52
830,PIRIPIRI,PI,NE,63694,61834,0.635,102217,98987,9358.08
832,PORTO ALEGRE DO PIAUI,PI,NE,2700,2559,0.563,10109,9256,7510.79
834,QUEIMADA NOVA,PI,NE,8966,8553,0.515,16383,14307,6540.93
835,REDENCAO DO GURGUEIA,PI,NE,8758,8400,0.589,17751,17118,7044.57
836,REGENERACAO,PI,NE,17978,17556,0.591,33352,29655,7600.17
837,RIACHO FRIO,PI,NE,4316,4241,0.541,12903,11578,7297.93
839,RIBEIRO GONCALVES,PI,NE,7305,6845,0.601,20904,18567,34285.13
840,RIO GRANDE DO PIAUI,PI,NE,6431,6273,0.572,14226,13187,6337.29
841,SANTA CRUZ DO PIAUI,PI,NE,6232,6027,0.601,12189,10993,6729.04
842,SANTA CRUZ DOS MILAGRES,PI,NE,4004,3794,0.577,10422,10000,6918.76
843,SANTA FILOMENA DO PIAUI,PI,NE,6252,6096,0.544,17856,16053,33063.41
844,SANTA LUZ,PI,NE,5836,5513,0.588,11681,10927,6428.84
845,SANTANA DO PIAUI,PI,NE,4625,4917,0.574,10503,9955,6195.51
846,SANTA ROSA DO PIAUI,PI,NE,5258,5149,0.567,11334,10362,6117.79
848,SANTO ANTONIO DOS MILAGRES,PI,NE,2155,2059,0.619,8759,7557,5679.24
849,SANTO INACIO DO PIAUI,PI,NE,3785,3648,0.613,10862,10294,6468.05
851,SAO FELIX DO PIAUI,PI,NE,2954,3069,0.61,10604,10266,7208.76
852,SAO FRANCISCO DE ASSIS DO PIAUI,PI,NE,5731,5567,0.485,12601,12520,6170.59
853,SAO FRANCISCO DO PIAUI,PI,NE,6425,6298,0.57,19628,20381,6671.46
854,SAO GONCALO DO GURGUEIA,PI,NE,3025,2825,0.56,9971,8927,8547.86
855,SAO GONCALO DO PIAUI,PI,NE,4999,4754,0.616,11914,11017,5680.38
856,SAO JOAO DA CANABRAVA,PI,NE,4602,4445,0.559,11176,10543,6015.77
857,SAO JOAO DA FRONTEIRA,PI,NE,6019,5608,0.515,13374,12596,6323.6
