,LocalCidade,LocalUF,RegiaoBrasil,PopEstimada_2018,PopCenso_2010,IDHM,ReceitasRealizadas_2014,DespesasEmpenhadas_2014,Pib_2014
4474,MONDAI,SC,SUL,11592,10231,0.748,36000,30310,45130.97
4475,MONTE CARLO,SC,SUL,9824,9312,0.643,25156,22509,15215.65
4476,MONTE CASTELO,SC,SUL,8280,8346,0.675,20787,18915,20305.62
4479,NAVEGANTES,SC,SUL,79285,60556,0.736,220785,190747,45000.91
4480,NOVA ERECHIM,SC,SUL,4945,4275,0.765,19248,16390,28513.97
4481,NOVA ITABERABA,SC,SUL,4333,4267,0.736,18079,14979,23189.74
4482,NOVA TRENTO,SC,SUL,14312,12190,0.748,41192,37536,35246.43
4483,NOVA VENEZA,SC,SUL,14987,13309,0.768,45962,41755,43225.57
4484,NOVO HORIZONTE,SC,SUL,2481,2750,0.706,17995,14154,29663.19
4486,OTACILIO COSTA,SC,SUL,18510,16337,0.74,54489,52130,34766.6
4488,OURO VERDE,SC,SUL,2227,2271,0.695,15168,12900,30268.66
4489,PAIAL,SC,SUL,1537,1763,0.718,13916,11941,19228.55
4491,PALHOCA,SC,SUL,168259,137334,0.757,370783,311936,32162.85
4492,PALMA SOLA,SC,SUL,7475,7765,0.704,24041,21490,22688.59
4493,PALMEIRA,SC,SUL,2603,2373,0.671,16216,13846,37878.16
4494,PALMITOS,SC,SUL,16182,16020,0.737,39315,34324,30861.65
4495,PAPANDUVA,SC,SUL,19218,17928,0.704,46339,39456,23676.26
4497,PASSO DE TORRES,SC,SUL,8594,6627,0.72,21365,19316,12369.49
4498,PASSOS MAIA,SC,SUL,4186,4425,0.659,18789,16391,24814.53
4499,PAULO LOPES,SC,SUL,7418,6692,0.716,19478,16902,28937.88
4500,PEDRAS GRANDES,SC,SUL,4000,4107,0.728,15135,12461,26791.34
4501,PENHA,SC,SUL,31764,25141,0.743,74219,69571,20149.03
4502,PERITIBA,SC,SUL,2814,2988,0.766,14726,12431,24991.2
4506,PINHALZINHO,SC,SUL,19906,16332,0.783,53440,45535,47351.8
4507,PINHEIRO PRETO,SC,SUL,3513,3147,0.777,19596,16127,40990.36
4509,PLANALTO ALEGRE,SC,SUL,2850,2654,0.751,16217,13484,20202.46
4512,PONTE ALTA DO NORTE,SC,SUL,3408,3303,0.689,14108,12498,21765.54
4513,PONTE SERRADA,SC,SUL,11552,11031,0.693,28844,26833,17950.06
4514,PORTO BELO,SC,SUL,20834,16083,0.76,59452,53489,44679.83
4518,PRESIDENTE CASTELO BRANCO,SC,SUL,1590,1725,0.77,13776,12126,26221.44
4519,PRESIDENTE GETULIO,SC,SUL,17215,14887,0.759,44446,39986,30268.81
4522,QUILOMBO,SC,SUL,9946,10248,0.73,33663,28834,34313.26
4523,RANCHO QUEIMADO,SC,SUL,2868,2748,0.753,15287,12330,35364.8
4524,RIO DAS ANTAS,SC,SUL,6208,6143,0.697,25174,21827,23337.14
4525,RIO DO CAMPO,SC,SUL,5979,6192,0.729,20556,16698,22443.71
4526,RIO DO OESTE,SC,SUL,7456,7090,0.754,20610,19779,22719.29
4527,RIO DOS CEDROS,SC,SUL,11542,10284,0.729,29538,26369,23236.43
4528,RIO DO SUL,SC,SUL,70100,61198,0.802,232031,196452,34884.16
4530,RIO NEGRINHO,SC,SUL,42106,39846,0.738,126929,108296,23963.3
4531,RIO RUFINO,SC,SUL,2482,2436,0.653,12642,11198,16635.55
4532,RIQUEZA,SC,SUL,4636,4838,0.714,17128,14040,17920.62
4533,RODEIO,SC,SUL,11502,10922,0.754,26895,23622,21956.1
4534,ROMELANDIA,SC,SUL,4890,5551,0.692,17176,15648,13766.21
4535,SALETE,SC,SUL,7626,7370,0.744,22183,17644,21606.21
4536,SALTINHO,SC,SUL,3808,3961,0.654,16949,15124,14961.78
4537,SALTO VELOSO,SC,SUL,4680,4301,0.784,20269,16965,37402.94
4538,SANGAO,SC,SUL,12446,10400,0.7,29243,26895,21256.73
4541,SANTA ROSA DE LIMA,SC,SUL,2137,2065,0.757,14857,12974,22945.21
4544,SANTA TEREZINHA DO PROGRESSO,SC,SUL,2484,2896,0.682,12504,10422,15569.53
4545,SANTIAGO DO SUL,SC,SUL,1286,1465,0.728,12434,10553,21946.48
4546,SANTO AMARO DA IMPERATRIZ,SC,SUL,22905,19823,0.781,56050,46059,29873.79
4547,SAO BERNARDINO,SC,SUL,2386,2677,0.677,15479,15412,19781.77
4548,SAO BENTO DO SUL,SC,SUL,83576,74801,0.782,256549,202449,35524.19
4550,SAO CARLOS,SC,SUL,11191,10291,0.769,31536,28241,24824.22
4552,SAO DOMINGOS,SC,SUL,9457,9491,0.765,26710,24006,29495.52
4555,SAO JOAO BATISTA,SC,SUL,36244,26260,0.74,70472,61624,21156.68
4556,SAO JOAO DO ITAPERIU,SC,SUL,3707,3435,0.738,15064,12675,38956.78
4558,SAO JOAQUIM,SC,SUL,26763,24812,0.687,50909,44432,25399.6
4559,SAO JOSE,SC,SUL,242927,209804,0.809,540845,459684,43282.99
4560,SAO JOSE DO CEDRO,SC,SUL,13838,13684,0.731,36320,32443,23412.46
4561,SAO JOSE DO CERRITO,SC,SUL,8421,9273,0.636,20759,18273,22455.31
4562,SAO LOURENCO DO OESTE,SC,SUL,23857,21792,0.749,62568,54706,32316.57
4563,SAO LUDGERO,SC,SUL,13165,10993,0.755,38503,34387,47845.42
4564,SAO MARTINHO,SC,SUL,3189,3209,0.742,15046,13096,21349.11
4565,SAO MIGUEL DA BOA VISTA,SC,SUL,1833,1904,0.71,11835,9767,15803.0
4566,SAO MIGUEL DO OESTE,SC,SUL,40090,36306,0.801,100311,101132,33397.23
4570,SEARA,SC,SUL,17506,16936,0.779,51412,46552,45163.19
4571,SERRA ALTA,SC,SUL,3270,3285,0.773,16365,14765,30126.85
4572,SIDEROPOLIS,SC,SUL,13920,12998,0.774,34053,31242,35374.39
4573,SOMBRIO,SC,SUL,30010,26613,0.728,64778,58916,21172.88
4574,SUL BRASIL,SC,SUL,2500,2766,0.707,12889,12670,26899.85
4575,TAIO,SC,SUL,18302,17260,0.761,52990,46258,27635.7
4576,TANGARA,SC,SUL,8691,8674,0.737,31130,25731,40591.16
4577,TIGRINHOS,SC,SUL,1646,1757,0.717,13153,11394,17441.66
4578,TIJUCAS,SC,SUL,37645,30960,0.76,99921,87872,39653.61
4580,TIMBO,SC,SUL,43484,36774,0.784,134124,116585,40957.28
4581,TIMBO GRANDE,SC,SUL,7812,7167,0.659,24306,22229,22583.11
4584,TREZE DE MAIO,SC,SUL,7070,6876,0.729,20189,17878,15884.91
4586,TROMBUDO CENTRAL,SC,SUL,7284,6553,0.775,21836,19623,32407.68
4587,TUBARAO,SC,SUL,104937,97235,0.796,199798,196898,31153.08
4590,UNIAO DO OESTE,SC,SUL,2517,2910,0.705,15642,13305,19224.2
4592,URUPEMA,SC,SUL,2472,2482,0.699,12824,10890,19715.02
4593,URUSSANGA,SC,SUL,21190,20223,0.772,64162,57509,34892.75
4594,VARGEAO,SC,SUL,3575,3532,0.686,17530,14853,31342.43
4595,VARGEM,SC,SUL,2522,2808,0.629,19744,16157,42108.71
4598,VIDEIRA,SC,SUL,52510,47188,0.764,153712,115356,41402.93
4599,VITOR MEIRELES,SC,SUL,5014,5207,0.673,17653,16049,18419.02
4600,WITMARSUM,SC,SUL,3932,3600,0.71,15367,13480,24973.34
4602,XAVANTINA,SC,SUL,3963,4142,0.749,19971,17555,43109.95
4603,XAXIM,SC,SUL,28424,25713,0.752,77485,70012,29635.0
4608,AGUDO,RS,SUL,16524,16722,0.694,52207,40561,25051.8
4609,AJURICABA,RS,SUL,7063,7255,0.753,21932,18108,32240.57
4610,ALECRIM,RS,SUL,6077,7045,0.672,19668,15789,13680.32
4611,ALEGRETE,RS,SUL,74173,77653,0.74,172206,152044,23182.37
4612,ALEGRIA,RS,SUL,3559,4301,0.695,17401,15042,22384.99
4615,ALTO ALEGRE,RS,SUL,1663,1848,0.747,13042,10327,31013.38
4616,ALTO FELIZ,RS,SUL,3020,2917,0.734,16156,13535,25373.32
4617,ALVORADA,RS,SUL,209213,195673,0.699,301511,243264,11353.07
4618,AMARAL FERRADOR,RS,SUL,6974,6353,0.624,15840,15118,12726.95
4619,AMETISTA DO SUL,RS,SUL,7416,7323,0.682,22055,17449,11499.03
4621,ANTA GORDA,RS,SUL,6003,6073,0.74,21472,16753,28154.94
4622,ANTONIO PRADO,RS,SUL,13055,12833,0.758,41343,32699,36197.69
4623,ARAMBARE,RS,SUL,3600,3693,0.691,18326,15531,34561.07
4624,ARARICA,RS,SUL,5622,4864,0.679,19440,17595,27022.28
4626,ARROIO DO MEIO,RS,SUL,20637,18783,0.769,51302,49494,46828.78
4627,ARROIO DO SAL,RS,SUL,9842,7740,0.74,40173,35639,20933.32
4628,ARROIO DO PADRE,RS,SUL,2921,2730,0.669,12865,10950,15427.28
4629,ARROIO DOS RATOS,RS,SUL,14123,13606,0.698,36514,31559,15978.47
4630,ARROIO DO TIGRE,RS,SUL,13332,12648,0.707,29812,27114,22405.08
4634,AUREA,RS,SUL,3573,3665,0.707,14690,13575,23990.49
4635,BAGE,RS,SUL,120943,116794,0.74,276278,252492,21057.36
4637,BARAO,RS,SUL,6139,5741,0.748,22235,20804,31448.25
4638,BARAO DE COTEGIPE,RS,SUL,6627,6529,0.719,18682,19127,24835.69
4640,BARRACAO,RS,SUL,5295,5357,0.71,19365,17521,31102.04
4641,BARRA DO GUARITA,RS,SUL,3238,3089,0.734,14694,11167,11786.37
4642,BARRA DO QUARAI,RS,SUL,4202,4012,0.662,18941,17061,43855.98
4644,BARRA DO RIO AZUL,RS,SUL,1726,2003,0.723,14676,12033,21602.17
4645,BARRA FUNDA,RS,SUL,2527,2367,0.763,15770,12297,41838.67
4646,BARROS CASSAL,RS,SUL,11216,11133,0.65,29892,26717,13989.14
4647,BENJAMIN CONSTANT DO SUL,RS,SUL,2031,2307,0.619,12543,12935,11963.48
4648,BENTO GONCALVES,RS,SUL,119049,107278,0.778,387663,333089,46377.7
4650,BOA VISTA DO BURICA,RS,SUL,6712,6574,0.762,23350,22808,24902.08
4653,BOA VISTA DO SUL,RS,SUL,2788,2776,0.728,18603,14631,24977.99
4654,BOM JESUS,RS,SUL,11391,11519,0.666,34620,31819,23983.55
4655,BOM PRINCIPIO,RS,SUL,13846,11789,0.746,46320,38356,37524.05
4656,BOM PROGRESSO,RS,SUL,1987,2328,0.723,11944,10343,21501.35
4657,BOM RETIRO DO SUL,RS,SUL,12265,11472,0.739,28979,27971,19209.29
4658,BOQUEIRAO DO LEAO,RS,SUL,7726,7673,0.7,21273,16740,12920.6
4659,BOSSOROCA,RS,SUL,6356,6884,0.692,26139,22070,34783.29
4660,BOZANO,RS,SUL,2135,2200,0.745,11699,9208,42575.57
4661,BRAGA,RS,SUL,3397,3702,0.674,14032,12062,19623.67
4662,BROCHIER,RS,SUL,5043,4675,0.699,16218,15827,16342.65
4663,BUTIA,RS,SUL,20929,20406,0.689,44522,40785,19297.71
4665,CACEQUI,RS,SUL,12705,13676,0.7,38965,32693,22725.72
4667,CACHOEIRINHA,RS,SUL,129307,118278,0.757,352822,291681,47494.0
4668,CACIQUE DOBLE,RS,SUL,5055,4868,0.662,16885,13336,17085.6
4669,CAIBATE,RS,SUL,4856,4954,0.719,19259,15538,27281.76
4670,CAICARA,RS,SUL,4788,5071,0.699,17952,15504,16196.28
4671,CAMAQUA,RS,SUL,66034,62764,0.697,143461,126501,26099.37
4673,CAMBARA DO SUL,RS,SUL,6456,6542,0.697,24015,20778,19572.38
4674,CAMPESTRE DA SERRA,RS,SUL,3380,3247,0.706,15248,12422,37041.81
4675,CAMPINA DAS MISSOES,RS,SUL,5553,6117,0.738,20030,17142,20168.08
4676,CAMPINAS DO SUL,RS,SUL,5471,5506,0.76,18030,17001,31392.23
4677,CAMPO BOM,RS,SUL,66156,60074,0.745,214268,164757,40523.22
4678,CAMPO NOVO,RS,SUL,4596,5459,0.703,17300,15790,33549.77
4679,CAMPOS BORGES,RS,SUL,3345,3494,0.708,16788,13666,23331.53
4680,CANDELARIA,RS,SUL,31306,30171,0.674,76641,60350,21186.4
4681,CANDIDO GODOI,RS,SUL,6246,6535,0.728,21711,18749,28317.85
4682,CANDIOTA,RS,SUL,9519,8771,0.698,56292,43897,28914.46
4683,CANELA,RS,SUL,44489,39229,0.748,112841,107442,21355.67
4684,CANGUCU,RS,SUL,55871,53259,0.65,124853,100084,16963.35
4685,CANOAS,RS,SUL,344957,323827,0.75,1356863,1220083,47588.56
4686,CANUDOS DO VALE,RS,SUL,1729,1807,0.713,11954,10185,21932.68
4688,CAPAO DA CANOA,RS,SUL,52004,42040,0.743,157253,126033,25433.55
4690,CAPAO DO LEAO,RS,SUL,25297,24298,0.637,51555,48272,20537.13
4693,CAPITAO,RS,SUL,2750,2636,0.746,16463,14009,21814.9
4694,CARAZINHO,RS,SUL,61949,59317,0.766,184869,159963,40213.92
4697,CARLOS GOMES,RS,SUL,1404,1607,0.739,10754,10301,19387.96
4698,CASCA,RS,SUL,9010,8651,0.785,27453,23617,41038.23
4699,CASEIROS,RS,SUL,3189,3007,0.703,14972,11967,32811.06
4700,CATUIPE,RS,SUL,8851,9323,0.739,25552,23187,32127.77
4701,CAXIAS DO SUL,RS,SUL,504069,435564,0.782,1684661,1527294,43460.17
4702,CENTENARIO,RS,SUL,2905,2965,0.701,12977,12094,20527.01
4703,CERRITO,RS,SUL,6136,6402,0.649,17531,18996,13465.52
4705,CERRO GRANDE,RS,SUL,2327,2417,0.674,15885,15272,19008.0
4707,CERRO LARGO,RS,SUL,14074,13289,0.764,40768,32049,41743.25
4708,CHAPADA,RS,SUL,9300,9377,0.757,32260,25678,40999.97
4709,CHARQUEADAS,RS,SUL,40301,35320,0.747,1846018,96001,28762.53
4710,CHARRUA,RS,SUL,3306,3471,0.62,13057,10228,20224.0
4711,CHIAPETTA,RS,SUL,3794,4044,0.732,17089,15273,44397.31
4712,CHUI,RS,SUL,6635,5917,0.706,14242,12148,30829.62
4713,CHUVISCA,RS,SUL,5401,4944,0.616,15372,13460,18153.8
4715,CIRIACO,RS,SUL,4775,4922,0.719,16678,15692,23051.01
4717,COLORADO,RS,SUL,3221,3550,0.758,18676,15302,44167.11
4718,CONDOR,RS,SUL,6746,6552,0.747,27086,22173,44742.24
4720,COQUEIRO BAIXO,RS,SUL,1507,1528,0.692,11463,9807,21007.41
4721,COQUEIROS DO SUL,RS,SUL,2327,2457,0.746,16439,13130,37252.32
4722,CORONEL BARROS,RS,SUL,2518,2459,0.744,17397,13273,36967.23
4723,CORONEL BICACO,RS,SUL,7385,7748,0.665,26340,21525,31491.39
4724,CORONEL PILAR,RS,SUL,1641,1725,0.727,12200,9271,20306.32
4725,COTIPORA,RS,SUL,3868,3917,0.741,19138,17773,32674.92
4727,CRISSIUMAL,RS,SUL,13544,14084,0.712,34685,31530,20478.13
4728,CRISTAL,RS,SUL,7950,7280,0.644,24328,19991,21227.8
4729,CRISTAL DO SUL,RS,SUL,2851,2826,0.66,12978,11753,17738.54
4730,CRUZ ALTA,RS,SUL,60693,62821,0.75,126867,119022,47062.67
4731,CRUZALTENSE,RS,SUL,1870,2141,0.719,13846,11659,29762.33
4732,CRUZEIRO DO SUL,RS,SUL,12290,12320,0.723,31276,30160,24731.15
4733,DAVID CANABARRO,RS,SUL,4744,4683,0.762,16226,15320,24062.36
4734,DERRUBADAS,RS,SUL,2852,3190,0.707,14423,14128,22478.06
4735,DEZESSEIS DE NOVEMBRO,RS,SUL,2478,2866,0.654,13196,10693,12262.89
4736,DILERMANDO DE AGUIAR,RS,SUL,3026,3064,0.648,15193,12579,33507.31
4738,DOIS IRMAOS DAS MISSOES,RS,SUL,2044,2157,0.67,14043,12381,43074.26
4739,DOIS LAJEADOS,RS,SUL,3394,3278,0.757,17576,12513,24814.54
4740,DOM FELICIANO,RS,SUL,15338,14380,0.587,36549,34550,14806.8
4741,DOM PEDRO DE ALCANTARA,RS,SUL,2541,2550,0.691,12927,9790,17840.22
4742,DOM PEDRITO,RS,SUL,38589,38898,0.708,98987,76561,29596.75
4743,DONA FRANCISCA,RS,SUL,3086,3401,0.697,16549,13698,19613.59
4745,DOUTOR RICARDO,RS,SUL,1994,2030,0.724,11631,10435,27240.52
4746,ELDORADO DO SUL,RS,SUL,40643,34343,0.717,92757,90700,33838.38
4748,ENCRUZILHADA DO SUL,RS,SUL,25791,24534,0.657,66573,57938,17485.84
4749,ENGENHO VELHO,RS,SUL,1088,1527,0.717,12536,10304,35737.85
4750,ENTRE-IJUIS,RS,SUL,8542,8938,0.68,27459,21712,31135.85
4753,ERECHIM,RS,SUL,105059,96087,0.776,214544,195784,41645.09
4754,ERNESTINA,RS,SUL,3167,3088,0.716,16347,15783,42225.5
4755,HERVAL,RS,SUL,6828,6753,0.687,23922,21027,14518.12
4757,ERVAL SECO,RS,SUL,7040,7878,0.685,20415,18797,27493.45
4759,ESPERANCA DO SUL,RS,SUL,2969,3272,0.661,15165,14840,18573.18
4760,ESPUMOSO,RS,SUL,15584,15240,0.765,44127,38070,38379.69
4761,ESTACAO,RS,SUL,5976,6011,0.753,19836,16025,35094.09
4762,ESTANCIA VELHA,RS,SUL,49345,42574,0.757,116690,97192,28796.81
4763,ESTEIO,RS,SUL,83121,80755,0.754,208353,173761,37103.2
4764,ESTRELA,RS,SUL,33820,30619,0.767,86853,85752,35509.94
4767,FAGUNDES VARELA,RS,SUL,2721,2579,0.763,16243,13257,26495.29
4768,FARROUPILHA,RS,SUL,71570,63635,0.777,227917,183561,41143.57
4769,FAXINAL DO SOTURNO,RS,SUL,6690,6672,0.72,21878,19586,22847.82
4770,FAXINALZINHO,RS,SUL,2346,2567,0.666,12251,9649,20721.25
4772,FELIZ,RS,SUL,13451,12359,0.75,43059,33688,27361.34
4773,FLORES DA CUNHA,RS,SUL,30430,27126,0.754,92737,76911,44489.92
4774,FLORIANO PEIXOTO,RS,SUL,1796,2018,0.663,13134,10002,25645.9
4775,FONTOURA XAVIER,RS,SUL,10370,10719,0.661,25286,23460,14879.98
4776,FORMIGUEIRO,RS,SUL,6715,7014,0.682,20703,18031,24385.65
4777,FORQUETINHA,RS,SUL,2424,2479,0.683,12379,10684,15899.25
4779,FREDERICO WESTPHALEN,RS,SUL,31120,28843,0.76,78120,63828,30334.83
4781,GARRUCHOS,RS,SUL,2963,3234,0.671,18428,14713,33036.3
4782,GAURAMA,RS,SUL,5580,5862,0.738,19042,18343,31572.29
4785,GETULIO VARGAS,RS,SUL,16240,16154,0.746,42152,35586,27477.2
4786,GIRUA,RS,SUL,16151,17075,0.721,61184,56516,35584.73
4787,GLORINHA,RS,SUL,7988,6891,0.714,30746,28670,47654.74
4788,GRAMADO,RS,SUL,35875,32273,0.764,177443,168840,47722.39
4789,GRAMADO DOS LOUREIROS,RS,SUL,2106,2269,0.685,12730,10585,19201.71
4790,GRAMADO XAVIER,RS,SUL,4297,3970,0.634,15903,12292,15632.46
4791,GRAVATAI,RS,SUL,279398,255660,0.736,619357,569534,35740.51
4792,GUABIJU,RS,SUL,1516,1598,0.758,11027,8822,42936.21
4794,GUAPORE,RS,SUL,25475,22814,0.765,76293,63870,30382.2
4795,GUARANI DAS MISSOES,RS,SUL,7614,8115,0.737,24701,21231,30836.34
4796,HARMONIA,RS,SUL,4812,4254,0.749,23667,18890,28626.96
4797,HERVEIRAS,RS,SUL,3018,2954,0.616,13723,11982,17364.18
4799,HULHA NEGRA,RS,SUL,6714,6043,0.643,21535,19449,22183.54
4800,HUMAITA,RS,SUL,4788,4919,0.738,20954,16535,26198.59
4801,IBARAMA,RS,SUL,4412,4371,0.652,16003,14045,16071.33
4802,IBIACA,RS,SUL,4719,4710,0.739,22134,16732,36737.92
4803,IBIRAIARAS,RS,SUL,7338,7171,0.724,24546,20958,33455.01
4804,IBIRAPUITA,RS,SUL,4027,4061,0.638,17950,17058,23789.91
4805,IBIRUBA,RS,SUL,20284,19310,0.765,56487,50579,43296.75
4807,IJUI,RS,SUL,83173,78915,0.781,282740,251315,34189.48
4808,ILOPOLIS,RS,SUL,4091,4102,0.73,16880,14001,25724.44
4809,IMBE,RS,SUL,22309,17670,0.764,81255,77080,20901.02
4811,INDEPENDENCIA,RS,SUL,6228,6618,0.693,21078,16950,31302.87
4812,INHACORA,RS,SUL,2235,2267,0.673,12470,10433,22071.89
4814,IPIRANGA DO SUL,RS,SUL,1899,1944,0.791,14143,12744,40852.18
4815,IRAI,RS,SUL,7344,8078,0.691,17612,17612,17764.69
4816,ITAARA,RS,SUL,5459,5010,0.76,15449,13590,15429.2
4818,ITAPUCA,RS,SUL,2125,2344,0.664,10420,10897,19507.79
4819,ITAQUI,RS,SUL,37757,38159,0.713,101724,89099,29774.22
4820,ITATI,RS,SUL,2441,2584,0.669,11510,10083,25329.1
4821,ITATIBA DO SUL,RS,SUL,3420,4171,0.681,19672,15749,14051.2
4822,IVORA,RS,SUL,1940,2156,0.724,13089,10009,22169.68
4823,IVOTI,RS,SUL,23880,19874,0.784,64247,57417,39986.85
4824,JABOTICABA,RS,SUL,3848,4098,0.658,14257,12071,20869.21
4825,JACUIZINHO,RS,SUL,2679,2507,0.662,13796,12362,32600.33
4826,JACUTINGA,RS,SUL,3576,3633,0.726,16506,13836,33689.7
4827,JAGUARAO,RS,SUL,26869,27931,0.707,67575,53500,21220.46
4828,JAGUARI,RS,SUL,10937,11473,0.712,30702,31714,19153.55
4829,JAQUIRANA,RS,SUL,3773,4177,0.614,16778,14045,14873.91
4830,JARI,RS,SUL,3518,3575,0.631,18515,14995,45073.88
4831,JOIA,RS,SUL,8554,8331,0.686,32978,25131,42744.15
4832,JULIO DE CASTILHOS,RS,SUL,19364,19579,0.716,57417,48758,49230.28
4835,LAGOA DOS TRES CANTOS,RS,SUL,1611,1598,0.789,14968,12237,43986.03
4837,LAJEADO,RS,SUL,82951,71445,0.778,229009,227577,41456.62
4838,LAJEADO DO BUGRE,RS,SUL,2561,2487,0.613,12714,12870,15291.8
4840,LIBERATO SALZANO,RS,SUL,5289,5780,0.685,21064,18023,20164.75
4842,LINHA NOVA,RS,SUL,1708,1624,0.749,10243,7780,28115.03
4843,MACHADINHO,RS,SUL,5464,5510,0.692,20294,19675,23924.96
4845,MAMPITUBA,RS,SUL,2990,3003,0.649,14870,13429,15685.8
4846,MANOEL VIANA,RS,SUL,7291,7072,0.655,19397,16846,28715.75
4848,MARATA,RS,SUL,2680,2527,0.697,16930,14998,34254.78
4850,MARCELINO RAMOS,RS,SUL,4488,5134,0.724,19018,15663,20311.29
4852,MARIANO MORO,RS,SUL,2054,2210,0.73,14197,11649,21566.87
4853,MARQUES DE SOUZA,RS,SUL,4024,4068,0.687,16369,14069,18550.71
4855,MATO CASTELHANO,RS,SUL,2538,2470,0.727,12734,11730,42972.17
4856,MATO LEITAO,RS,SUL,4456,3865,0.746,20431,16027,31550.09
4857,MATO QUEIMADO,RS,SUL,1665,1799,0.717,12361,11076,24575.94
4858,MAXIMILIANO DE ALMEIDA,RS,SUL,4443,4911,0.699,15308,12905,19038.86
4859,MINAS DO LEAO,RS,SUL,8045,7631,0.681,20226,18256,20548.59
4860,MIRAGUAI,RS,SUL,4824,4855,0.725,12394,13229,25288.72
4861,MONTAURI,RS,SUL,1466,1542,0.764,13085,10818,34537.8
4862,MONTE ALEGRE DOS CAMPOS,RS,SUL,3220,3102,0.65,14755,13622,17880.33
4863,MONTE BELO DO SUL,RS,SUL,2564,2670,0.752,14860,11937,44312.72
4864,MONTENEGRO,RS,SUL,64788,59415,0.755,185959,140909,44799.64
4866,MORRINHOS DO SUL,RS,SUL,2979,3182,0.711,14725,13508,16199.87
4867,MORRO REDONDO,RS,SUL,6546,6227,0.702,16785,14732,13571.05
4868,MORRO REUTER,RS,SUL,6344,5676,0.743,17038,15629,24267.6
4869,MOSTARDAS,RS,SUL,12760,12124,0.664,40963,33491,22276.87
4870,MUCUM,RS,SUL,4948,4791,0.746,16489,15184,45705.05
4872,MULITERNO,RS,SUL,1888,1813,0.689,3545,10498,23372.38
4874,NICOLAU VERGUEIRO,RS,SUL,1689,1721,0.753,13703,11707,45649.53
4875,NONOAI,RS,SUL,11760,12074,0.702,37791,29774,26880.69
4876,NOVA ALVORADA,RS,SUL,3586,3182,0.74,17412,14899,39707.59
4879,NOVA BOA VISTA,RS,SUL,1798,1960,0.768,15106,10897,38251.04
4881,NOVA CANDELARIA,RS,SUL,2710,2751,0.759,19466,17795,41255.14
4883,NOVA HARTZ,RS,SUL,21317,18346,0.689,52820,47930,32551.68
4884,NOVA PADUA,RS,SUL,2548,2450,0.761,14558,11850,24693.88
4885,NOVA PALMA,RS,SUL,6508,6342,0.744,23541,21407,31766.0
4886,NOVA PETROPOLIS,RS,SUL,21156,19045,0.78,59179,54871,32779.03
4888,NOVA RAMADA,RS,SUL,2268,2437,0.742,14893,11257,41259.11
4889,NOVA ROMA DO SUL,RS,SUL,3661,3343,0.741,22257,18553,43935.25
4890,NOVA SANTA RITA,RS,SUL,28670,22716,0.718,86410,69646,42344.27
4891,NOVO CABRAIS,RS,SUL,4169,3855,0.688,15184,14256,20257.67
4892,NOVO HAMBURGO,RS,SUL,246452,238940,0.747,790384,705613,32659.96
4893,NOVO MACHADO,RS,SUL,3394,3925,0.663,16422,12334,28107.11
4894,NOVO TIRADENTES,RS,SUL,2223,2277,0.676,14816,12079,19023.32
4895,NOVO XINGU,RS,SUL,1727,1757,0.767,11080,10660,25869.22
4896,NOVO BARREIRO,RS,SUL,4154,3978,0.706,16217,12666,18134.74
4897,OSORIO,RS,SUL,45557,40906,0.751,200988,187092,28556.01
4898,PAIM FILHO,RS,SUL,3880,4243,0.706,16880,14652,22419.4
4900,PALMEIRA DAS MISSOES,RS,SUL,33481,34328,0.737,94375,73805,32537.75
4901,PALMITINHO,RS,SUL,7058,6920,0.72,21660,19093,21780.86
4902,PANAMBI,RS,SUL,43170,38058,0.761,131130,106355,40897.56
4903,PANTANO GRANDE,RS,SUL,9269,9895,0.661,31061,23200,27367.59
4904,PARAI,RS,SUL,7585,6812,0.773,28231,23647,34125.62
4906,PARECI NOVO,RS,SUL,3812,3511,0.749,21257,20054,21079.02
4907,PAROBE,RS,SUL,57660,51502,0.704,115690,106472,19622.17
4908,PASSA SETE,RS,SUL,5656,5154,0.622,20163,15899,16326.73
4909,PASSO DO SOBRADO,RS,SUL,6493,6011,0.698,21634,18399,23034.07
4910,PASSO FUNDO,RS,SUL,201767,184826,0.776,465689,376271,39737.73
4911,PAULO BENTO,RS,SUL,2287,2196,0.71,12454,11534,33020.16
4913,PEDRAS ALTAS,RS,SUL,2010,2212,0.64,19809,14827,46382.13
4915,PEJUCARA,RS,SUL,3893,3973,0.741,21539,16874,48883.15
4916,PELOTAS,RS,SUL,341648,328275,0.739,708721,638435,21553.0
4918,PINHAL,RS,SUL,2577,2513,0.72,14424,11947,24702.74
4922,PINHEIRO MACHADO,RS,SUL,12351,12780,0.661,38706,38711,19515.2
4924,PIRAPO,RS,SUL,2357,2757,0.669,15440,11735,18631.41
4925,PIRATINI,RS,SUL,20621,19841,0.658,48189,41297,15417.66
4926,PLANALTO,RS,SUL,10152,10524,0.687,23295,20218,15675.94
4927,POCO DAS ANTAS,RS,SUL,2094,2017,0.744,12259,10215,29840.04
4929,PONTE PRETA,RS,SUL,1572,1750,0.725,11718,10321,25263.26
4930,PORTAO,RS,SUL,36510,30920,0.713,74215,69016,33562.04
4931,PORTO ALEGRE,RS,SUL,1479101,1409351,0.805,5778781,5285049,46122.79
4933,PORTO MAUA,RS,SUL,2397,2542,0.698,14885,12588,19842.41
4934,PORTO VERA CRUZ,RS,SUL,1415,1852,0.69,13532,10407,17052.95
